RF,Time,Latitude,Longitude,Altitude
2,10:51:25,22.9025186,120.2729123,20.435
2,10:51:28,22.9024889,120.2729316,20.16
2,10:51:30,22.9024341,120.2729148,19.794
2,10:51:33,22.9023925,120.2729008,19.915
2,10:51:35,22.9023333,120.2728804,20.14
2,10:51:38,22.9022851,120.2728634,20.258
2,10:51:40,22.9022412,120.2728478,20.288
2,10:51:43,22.9022148,120.2728368,20.202
2,10:51:45,22.9021404,120.2728137,20.261
2,10:51:48,22.9021015,120.2728005,20.375
2,10:51:50,22.9020546,120.2727821,20.195
2,10:51:53,22.901996,120.2727612,20.054
2,10:51:55,22.9019596,120.2727479,19.761
2,10:51:58,22.9019093,120.2727311,19.926
3,11:27:55,22.9029356,120.2731289,20.102
3,11:27:57,22.902869,120.2730739,20.212
3,11:28:00,22.9028108,120.2730248,20.189
3,11:28:02,22.9027354,120.27296,20.362
3,11:28:05,22.9026383,120.272874,20.13
3,11:28:07,22.9025538,120.2728038,20.502
3,11:28:10,22.9024721,120.2727363,20.909
3,11:28:12,22.9023836,120.2726669,20.887
3,11:28:15,22.902294,120.2726682,20.866
3,11:28:17,22.9021997,120.2727128,20.936
3,11:28:20,22.902117,120.2727614,20.174
3,11:28:22,22.9020281,120.2728219,20.21
3,11:28:25,22.9020008,120.2728406,20.286
3,11:28:27,22.9018504,120.2729359,19.794
3,11:28:30,22.9018504,120.2729359,19.794
3,11:28:32,22.901817,120.2730446,20.189
3,11:28:35,22.9018723,120.273116,20.153
3,11:28:37,22.9019073,120.2731588,19.936
3,11:28:40,22.9019932,120.2732568,22.041
3,11:28:42,22.9020123,120.2732771,27.073
3,11:28:45,22.9020217,120.2732797,29.765
3,11:28:47,22.9020617,120.2732771,30.152
3,11:28:50,22.9021351,120.2732692,30.122
3,11:28:52,22.9022509,120.2732528,30.064
3,11:28:55,22.9023129,120.2732453,30.114
3,11:28:57,22.9024362,120.2732248,30.067
3,11:29:00,22.9025565,120.2732102,29.939
3,11:29:02,22.9026615,120.2731956,29.826
3,11:29:05,22.9027061,120.2731899,29.909
3,11:29:07,22.9028768,120.2731631,30.016
3,11:29:10,22.9029104,120.2731604,30.008
4,11:48:11,22.9029865,120.2731112,20.029
4,11:48:14,22.9030385,120.2730677,19.981
4,11:48:16,22.9031042,120.2729943,20.135
4,11:48:19,22.9031206,120.2728916,20.048
4,11:48:21,22.9031121,120.2727856,20.088
4,11:48:24,22.9030576,120.2727134,20.177
4,11:48:26,22.9029692,120.272649,20.567
4,11:48:29,22.9028688,120.2726154,20.273
4,11:48:31,22.9027822,120.2726201,20.183
4,11:48:34,22.9026814,120.2726324,19.734
4,11:48:36,22.9025702,120.2726445,19.779
4,11:48:39,22.9024592,120.2726584,19.839
4,11:48:41,22.902339,120.2726687,20.681
4,11:48:44,22.9022346,120.2726873,20.286
4,11:48:46,22.9021338,120.2726983,20.061
4,11:48:49,22.9020168,120.2727116,19.979
4,11:48:51,22.9019101,120.2727602,19.92
4,11:48:54,22.9018315,120.2728287,20.038
4,11:48:56,22.9017891,120.2729368,20.283
4,11:48:59,22.9017769,120.2730445,20.404
4,11:49:01,22.9018264,120.2731248,20.058
4,11:49:04,22.9019116,120.2732097,19.964
4,11:49:06,22.9019679,120.2732541,22.328
4,11:49:09,22.9019786,120.2732687,27.362
4,11:49:11,22.901985,120.2732734,30.058
4,11:49:14,22.9020395,120.2732683,30.08
4,11:49:16,22.9021287,120.2732621,30.065
4,11:49:19,22.9022259,120.2732449,30.155
4,11:49:21,22.9023322,120.2732305,29.825
4,11:49:24,22.9024328,120.2732216,30.074
4,11:49:26,22.9025528,120.2732063,30.094
4,11:49:29,22.9026574,120.2731928,30.09
4,11:49:31,22.9027708,120.2731811,30.312
4,11:49:34,22.9028732,120.2731666,30.129
4,11:49:36,22.9029484,120.2731551,29.993
5,11:54:34,22.9025518,120.2732075,20.203
5,11:54:36,22.9025942,120.2731895,20.317
5,11:54:39,22.9026377,120.2731714,20.019
5,11:54:41,22.9026779,120.2731529,20.121
5,11:54:44,22.9027163,120.2731099,20.184
5,11:54:46,22.9027497,120.273067,20.02
5,11:54:49,22.9027803,120.2730202,19.983
5,11:54:51,22.9027847,120.2729716,20.121
5,11:54:54,22.9027855,120.2729155,20.303
5,11:54:56,22.9027727,120.272865,19.82
5,11:54:59,22.9027493,120.2728263,20.179
5,11:55:01,22.9027207,120.2727819,20.336
5,11:55:04,22.9026854,120.272751,20.642
5,11:55:06,22.9026476,120.2727227,20.328
5,11:55:09,22.9026121,120.2726969,20.129
5,11:55:11,22.9025757,120.2726823,20.365
5,11:55:14,22.9025364,120.2726772,20.298
5,11:55:16,22.9024971,120.2726701,20.071
5,11:55:19,22.9024552,120.2726683,19.887
5,11:55:21,22.9024162,120.2726666,20.092
5,11:55:24,22.9023837,120.2726871,19.584
5,11:55:26,22.9023532,120.2727104,19.949
6,12:09:55,22.9023105,120.2732438,20.146
6,12:09:57,22.9022166,120.2732508,19.892
6,12:10:00,22.9021051,120.2732608,20.221
6,12:10:02,22.9020383,120.2732307,19.823
6,12:10:05,22.9020252,120.2731745,19.801
6,12:10:07,22.9020031,120.2730518,20.295
6,12:10:10,22.9019841,120.2729203,20.489
6,12:10:12,22.9019744,120.2728392,20.438
6,12:10:15,22.9019618,120.2727327,20.62
6,12:10:17,22.9019642,120.2727196,21.084
6,12:10:20,22.902013,120.2727621,20.473
6,12:10:22,22.9020749,120.2728276,19.844
6,12:10:25,22.9021419,120.2728928,19.789
6,12:10:27,22.9022174,120.2729726,19.923
6,12:10:30,22.902269,120.2730065,19.949
6,12:10:32,22.9023032,120.2729685,20.18
6,12:10:35,22.9023542,120.2728885,20.227
6,12:10:37,22.9023997,120.2728102,19.994
6,12:10:40,22.9024628,120.2727123,19.995
6,12:10:42,22.9025367,120.2726596,20.331
6,12:10:45,22.9026383,120.2726375,20.079
6,12:10:47,22.9027556,120.2726276,19.935
6,12:10:50,22.90286,120.2726094,19.722
6,12:10:52,22.9029552,120.2726001,19.919
6,12:10:55,22.9029801,120.272638,19.971
6,12:10:57,22.9029871,120.2727317,20.124
6,12:11:00,22.9029985,120.2728519,19.906
6,12:11:02,22.9030073,120.2729654,20.003
6,12:11:05,22.9030145,120.273076,20.058
6,12:11:07,22.9030207,120.2731442,23.262
6,12:11:10,22.9030236,120.273152,28.271
6,12:11:12,22.9030055,120.2731577,30.02
6,12:11:15,22.9029508,120.2731652,30.117
6,12:11:17,22.9028608,120.2731789,30.007
6,12:11:20,22.9027619,120.2731977,30.088
6,12:11:22,22.9026639,120.2732113,30.162
6,12:11:25,22.9025737,120.2732252,30.272
7,12:13:51,22.9025965,120.27321,20.337
7,12:13:53,22.9026355,120.2731782,20.341
7,12:13:56,22.9026633,120.273158,20.039
7,12:13:58,22.9027043,120.273135,19.907
7,12:14:01,22.902744,120.2731099,20.025
7,12:14:03,22.9027765,120.2730942,20.298
7,12:14:06,22.9028162,120.273068,20.11
7,12:14:08,22.9028524,120.2730452,19.889
7,12:14:11,22.9028853,120.2730278,20.189
7,12:14:13,22.9029216,120.2730059,20.16
7,12:14:16,22.9029682,120.272977,19.841
7,12:14:18,22.902991,120.2729584,20.021
7,12:14:21,22.9029682,120.2729591,20.159
7,12:14:23,22.9029195,120.2729678,20.234
7,12:14:26,22.9028676,120.2729715,20.462
7,12:14:28,22.90282,120.2729727,20.267
7,12:14:31,22.9028027,120.2729439,19.654
7,12:14:33,22.9027928,120.2729001,19.998
7,12:14:36,22.9027835,120.2728515,20.285
7,12:14:38,22.9027765,120.2728034,20.353
7,12:14:41,22.9027672,120.2727567,20.458
7,12:14:43,22.9027432,120.2727368,20.674
7,12:14:46,22.9026948,120.2727392,20.456
7,12:14:48,22.9026481,120.2727444,19.978
7,12:14:51,22.9026053,120.2727497,19.696
7,12:14:53,22.9025728,120.2727454,20.167
7,12:14:56,22.9025667,120.2727023,19.926
7,12:14:58,22.9025574,120.2726489,20.178
7,12:15:01,22.9025525,120.2726066,20.297
7,12:15:03,22.9025194,120.2726006,20.439
7,12:15:06,22.9024761,120.2726085,20.35
7,12:15:08,22.9024342,120.2726173,19.973
7,12:15:11,22.9023878,120.272625,19.927
7,12:15:13,22.9023413,120.2726334,19.644
7,12:15:16,22.9022912,120.272642,19.844
7,12:15:18,22.902244,120.2726501,20.086
7,12:15:21,22.9021897,120.2726605,20.01
7,12:15:23,22.9021434,120.2726672,19.923
7,12:15:26,22.9020906,120.2726749,19.988
7,12:15:28,22.9020456,120.2726864,20.18
7,12:15:31,22.9020132,120.2727282,19.714
7,12:15:33,22.9019813,120.2727713,19.812
7,12:15:36,22.9019586,120.2728094,19.966
7,12:15:38,22.9019259,120.272855,20.087
7,12:15:41,22.9018948,120.2728977,20.021
7,12:15:43,22.9018657,120.2729488,19.86
7,12:15:46,22.9018365,120.2729888,19.995
7,12:15:48,22.901839,120.2730295,20.129
7,12:15:51,22.901875,120.2730629,19.883
7,12:15:53,22.9018991,120.2730865,19.787
7,12:15:56,22.9019263,120.273122,19.862
7,12:15:58,22.9019584,120.273153,20.002
7,12:16:01,22.901989,120.2731862,20.02
7,12:16:03,22.9020267,120.273225,20.223
7,12:16:06,22.9020598,120.2732587,20.262
7,12:16:08,22.9020683,120.2732615,23.428
7,12:16:11,22.9020666,120.2732649,27.915
7,12:16:13,22.9020759,120.2732722,29.674
7,12:16:16,22.9021264,120.2732685,30.177
7,12:16:18,22.9022149,120.2732609,29.813
7,12:16:21,22.9023158,120.2732488,29.948
7,12:16:23,22.9024113,120.273239,29.944
7,12:16:26,22.902513,120.2732305,29.903
7,12:16:28,22.9025522,120.2732262,29.939
8,11:39:59,22.9028934,120.27315,18.561
8,11:40:01,22.9028751,120.2731511,19.979
8,11:40:04,22.9028109,120.2731581,20.097
8,11:40:06,22.9027248,120.2731756,20.108
8,11:40:09,22.9026327,120.2731947,20.181
8,11:40:11,22.902533,120.2732098,20.218
8,11:40:14,22.9024338,120.2732235,20.311
8,11:40:16,22.9023164,120.2732343,20.328
8,11:40:19,22.9022061,120.2732378,20.176
8,11:40:21,22.9021004,120.2732343,20.022
8,11:40:24,22.9020149,120.2731834,19.904
8,11:40:26,22.9019345,120.2731135,19.864
8,11:40:29,22.901877,120.2730372,20.208
8,11:40:32,22.9018952,120.2729539,20.135
8,11:40:34,22.9019465,120.2728498,20.333
8,11:40:37,22.9020161,120.2727944,20.347
8,11:40:39,22.9021132,120.2727683,20.295
8,11:40:42,22.9022283,120.2727525,20.375
8,11:40:44,22.9023148,120.2727846,20.148
8,11:40:47,22.9023988,120.2728563,20.159
8,11:40:49,22.902467,120.2729188,20.059
8,11:40:52,22.9025356,120.2729056,20.163
8,11:40:54,22.9025997,120.2728404,20.176
8,11:40:57,22.9026756,120.2727619,20.087
8,11:40:59,22.9027549,120.2727106,19.977
8,11:41:02,22.9028491,120.2726748,20.295
8,11:41:04,22.9029351,120.272704,19.841
8,11:41:07,22.9029987,120.2727719,19.88
8,11:41:09,22.9030616,120.2728559,20.496
8,11:41:12,22.9030999,120.2729041,25.052
8,11:41:14,22.9030987,120.272908,29.495
8,11:41:17,22.903069,120.272939,30.109
8,11:41:19,22.9030126,120.2730054,30.294
8,11:41:22,22.9029476,120.2730865,30.287
8,11:41:24,22.9029001,120.2731478,30.025
8,11:41:27,22.9028929,120.2731586,29.906
8,11:41:29,22.9028902,120.2731557,30.025
8,11:41:32,22.9028908,120.2731568,27.662
8,11:41:34,22.9028905,120.2731556,23.937
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
8,,,,
9,11:43:43,22.9028888,120.2731515,19.725
9,11:43:46,22.9028568,120.2731547,20.119
9,11:43:48,22.9028136,120.2731602,20.211
9,11:43:51,22.9027757,120.2731629,20.131
9,11:43:53,22.9027396,120.2731682,20.097
9,11:43:56,22.9027058,120.2731738,20.081
9,11:43:58,22.9026666,120.2731777,20.194
9,11:44:01,22.9026314,120.2731789,20.245
9,11:44:03,22.9025945,120.2731822,20.202
9,11:44:06,22.9025569,120.2731839,20.167
9,11:44:08,22.9025176,120.2731884,19.996
9,11:44:11,22.9024787,120.2731905,20.179
9,11:44:13,22.9024398,120.2731947,20.225
9,11:44:16,22.9024038,120.2731968,20.26
9,11:44:18,22.9023707,120.2731993,20.318
9,11:44:21,22.9023324,120.2732033,20.205
9,11:44:23,22.902295,120.273207,20.28
9,11:44:26,22.9022568,120.2732091,20.194
9,11:44:28,22.9022169,120.2732144,20.104
9,11:44:31,22.9021807,120.2732184,20.213
9,11:44:33,22.9021463,120.2732214,20.342
9,11:44:36,22.9021063,120.2732254,20.246
9,11:44:39,22.9020686,120.2732298,20.129
9,11:44:41,22.9020263,120.2732341,20.008
9,11:44:44,22.9019922,120.2732251,19.992
9,11:44:46,22.9019536,120.2732074,20.213
9,11:44:49,22.9019168,120.2731925,20.217
9,11:44:51,22.9018785,120.2731763,20.054
9,11:44:54,22.9018506,120.2731475,20.097
9,11:44:56,22.901826,120.2731077,20.38
9,11:44:59,22.9018029,120.2730616,20.102
9,11:45:01,22.9017793,120.2730167,20.019
9,11:45:04,22.901782,120.2729724,19.965
9,11:45:06,22.9017967,120.2729226,20.249
9,11:45:09,22.9018138,120.2728695,20.117
9,11:45:11,22.9018324,120.272816,20.099
9,11:45:14,22.9018733,120.2727844,19.899
9,11:45:16,22.9019219,120.2727538,20.014
9,11:45:19,22.901965,120.2727269,20.054
9,11:45:21,22.9020145,120.2727141,20.122
9,11:45:24,22.902066,120.2727099,20.09
9,11:45:26,22.9021192,120.2727016,20.072
9,11:45:29,22.9021707,120.2726954,20.058
9,11:45:31,22.902221,120.2726907,20.107
9,11:45:34,22.9022706,120.2726855,20.165
9,11:45:36,22.9023207,120.2726846,20.101
9,11:45:39,22.9023708,120.2726839,20.031
9,11:45:41,22.9024241,120.2726836,20.062
9,11:45:44,22.9024724,120.2726823,20.112
9,11:45:46,22.9025241,120.2726825,19.956
9,11:45:49,22.9025738,120.2726771,19.989
9,11:45:51,22.9026202,120.2726681,20.119
9,11:45:54,22.9026728,120.2726626,20.007
9,11:45:56,22.9027256,120.2726537,20.035
9,11:45:59,22.9027786,120.2726446,19.86
9,11:46:01,22.902828,120.2726367,19.91
9,11:46:04,22.9028763,120.2726341,20.083
9,11:46:06,22.9029203,120.272646,20.151
9,11:46:09,22.9029683,120.2726594,19.865
9,11:46:11,22.9030111,120.2726759,19.802
9,11:46:14,22.9030422,120.2727097,19.756
9,11:46:16,22.9030702,120.2727445,19.952
9,11:46:19,22.9030992,120.2727799,20.068
9,11:46:21,22.9031154,120.2728215,20.148
9,11:46:24,22.9031177,120.2728636,20.197
9,11:46:26,22.9031217,120.2729079,20.125
9,11:46:29,22.9031216,120.2729541,20.157
9,11:46:31,22.9031094,120.2729972,20.132
9,11:46:34,22.9030984,120.2730377,20.141
9,11:46:36,22.9030854,120.273078,20.316
9,11:46:39,22.9030857,120.2730859,24.081
9,11:46:41,22.9030838,120.2730812,29.07
9,11:46:44,22.9030577,120.273089,29.977
9,11:46:46,22.9029855,120.2731132,30.033
9,11:46:49,22.9029128,120.2731435,30.038
9,11:46:51,22.9028929,120.2731575,30.057
9,11:46:54,22.902894,120.2731507,30.048
10,11:51:16,22.9028801,120.2731713,17.728
10,11:51:19,22.9028897,120.2731609,19.878
10,11:51:21,22.9029176,120.2731283,20.268
10,11:51:24,22.9029486,120.2730884,20.234
10,11:51:26,22.9029793,120.2730541,20.205
10,11:51:29,22.9030114,120.2730189,20.305
10,11:51:31,22.9030454,120.2729809,20.206
10,11:51:34,22.903079,120.2729425,20.333
10,11:51:36,22.9031083,120.2729106,20.403
10,11:51:39,22.9031144,120.2728784,19.819
10,11:51:41,22.9030819,120.2728408,19.933
10,11:51:44,22.9030501,120.27281,20.166
10,11:51:46,22.9030194,120.2727786,20.314
10,11:51:49,22.9029893,120.272747,20.309
10,11:51:51,22.902955,120.2727089,20.248
10,11:51:54,22.9029212,120.2726728,20.201
10,11:51:56,22.9028884,120.2726381,20.254
10,11:51:59,22.9028575,120.2726058,20.217
10,11:52:01,22.9028135,120.2725987,20.129
10,11:52:04,22.9027656,120.2726057,20.088
10,11:52:06,22.9027257,120.2726117,20.13
10,11:52:09,22.9026857,120.2726182,20.169
10,11:52:11,22.9026405,120.272625,20.14
10,11:52:14,22.9025957,120.2726321,20.14
10,11:52:16,22.9025506,120.2726387,20.109
10,11:52:19,22.9025059,120.2726436,20.044
10,11:52:21,22.9024635,120.2726507,20.095
10,11:52:24,22.90242,120.2726567,20.079
10,11:52:26,22.9023769,120.2726624,20.025
10,11:52:29,22.9023331,120.27267,20.012
10,11:52:31,22.90229,120.2726767,20.006
10,11:52:34,22.9022467,120.2726823,20.012
10,11:52:36,22.9022029,120.2726887,20.021
10,11:52:39,22.902161,120.2726943,20.026
10,11:52:41,22.9021177,120.2727019,20.065
10,11:52:44,22.9020722,120.2727085,20.055
10,11:52:46,22.9020317,120.2727132,20.025
10,11:52:49,22.9019926,120.2727258,20.092
10,11:52:51,22.901959,120.2727589,20.069
10,11:52:54,22.901932,120.2727969,20.227
10,11:52:56,22.9019076,120.2728345,20.094
10,11:52:59,22.9018832,120.2728693,20.024
10,11:53:02,22.9018559,120.272902,20.076
10,11:53:04,22.9018307,120.2729369,20.194
10,11:53:07,22.9018068,120.2729712,20.134
10,11:53:09,22.90179,120.2730038,20.106
10,11:53:12,22.9018156,120.2730387,20.327
10,11:53:14,22.9018474,120.2730683,20.18
10,11:53:17,22.9018781,120.2730974,19.964
10,11:53:19,22.9019093,120.2731311,20.013
10,11:53:22,22.9019396,120.273161,20.055
10,11:53:24,22.9019726,120.273193,20.1
10,11:53:27,22.9020023,120.2732246,20.243
10,11:53:29,22.9020331,120.2732563,20.212
10,11:53:32,22.9020426,120.2732641,23.534
10,11:53:34,22.9020407,120.2732628,28.539
10,11:53:37,22.9020557,120.2732641,29.936
10,11:53:39,22.9021191,120.2732613,30.202
10,11:53:42,22.9022108,120.2732496,30.279
10,11:53:44,22.9023109,120.2732353,30.183
10,11:53:47,22.9024144,120.2732248,30.101
10,11:53:49,22.9025194,120.2732115,29.982
10,11:53:52,22.902639,120.2731989,29.99
10,11:53:54,22.9027463,120.2731905,29.881
10,11:53:57,22.9028415,120.2731785,30.029
10,11:53:59,22.9028804,120.2731697,29.846
11,11:55:50,22.9028829,120.2731842,15.837
11,11:55:53,22.9028856,120.2731804,19.52
11,11:55:55,22.9029057,120.2731585,20.109
11,11:55:58,22.9029326,120.2731272,20.194
11,11:56:00,22.9029648,120.2730901,19.896
11,11:56:03,22.9029877,120.2730616,20.111
11,11:56:05,22.9030184,120.2730251,19.885
11,11:56:08,22.9030439,120.2729972,20.084
11,11:56:10,22.9030687,120.2729683,19.994
11,11:56:13,22.9030946,120.2729382,20.173
11,11:56:15,22.9031208,120.2729089,20.241
11,11:56:18,22.9031417,120.2728769,19.771
11,11:56:20,22.9031106,120.2728491,19.727
11,11:56:23,22.9030802,120.2728242,19.979
11,11:56:25,22.9030534,120.2728,20.159
11,11:56:28,22.9030272,120.2727737,20.242
11,11:56:30,22.9029995,120.2727473,20.228
11,11:56:33,22.902973,120.2727208,20.238
11,11:56:35,22.9029403,120.2726888,20.238
11,11:56:38,22.9029138,120.2726639,20.222
11,11:56:40,22.9028825,120.2726327,20.22
11,11:56:43,22.9028515,120.2726132,20.174
11,11:56:45,22.9028031,120.2726307,20.201
11,11:56:48,22.902756,120.2726526,20.188
11,11:56:50,22.9027135,120.2726694,20.157
11,11:56:53,22.9026694,120.2726874,20.149
11,11:56:55,22.9026293,120.2727036,20.227
11,11:56:58,22.9025816,120.2727234,20.155
11,11:57:01,22.9025358,120.2727421,20.234
11,11:57:03,22.9024931,120.2727594,20.243
11,11:57:06,22.9024526,120.2727569,20.298
11,11:57:08,22.9024102,120.2727526,20.194
11,11:57:11,22.9023618,120.2727463,20.244
11,11:57:13,22.9023169,120.2727406,20.16
11,11:57:16,22.9022765,120.2727368,20.211
11,11:57:18,22.9022305,120.2727315,20.251
11,11:57:21,22.9021889,120.2727229,20.214
11,11:57:23,22.902143,120.2727181,20.179
11,11:57:26,22.9020961,120.2727153,20.256
11,11:57:28,22.9020537,120.2727072,20.201
11,11:57:31,22.9020084,120.2727019,20.14
11,11:57:33,22.9019677,120.2726978,20.352
11,11:57:36,22.9019657,120.2727232,20.136
11,11:57:38,22.9019779,120.2727737,20.179
11,11:57:41,22.9019876,120.2728201,20.159
11,11:57:43,22.9019957,120.2728684,20.254
11,11:57:46,22.9020076,120.2729252,20.268
11,11:57:48,22.9020191,120.2729751,20.292
11,11:57:51,22.9020296,120.2730347,20.162
11,11:57:53,22.9020412,120.2730917,20.269
11,11:57:56,22.902051,120.2731478,20.224
11,11:57:58,22.9020616,120.2731999,20.168
11,11:58:01,22.9020775,120.2732491,20.541
11,11:58:03,22.9020755,120.2732536,24.847
11,11:58:06,22.9020738,120.273258,29.355
11,11:58:08,22.9021051,120.2732562,30.156
11,11:58:11,22.9021815,120.2732507,30.466
11,11:58:13,22.9022793,120.2732372,30.413
11,11:58:16,22.9023846,120.2732274,29.902
11,11:58:18,22.9024858,120.2732165,30.075
11,11:58:21,22.9025887,120.2732075,30.08
11,11:58:23,22.902698,120.2731967,30.193
11,11:58:26,22.902808,120.2731842,30.333
11,11:58:28,22.9028694,120.2731752,29.907
11,11:58:31,22.9028772,120.2731733,29.905
12,12:01:22,22.9028729,120.2731829,18.925
12,12:01:24,22.9028925,120.2731719,20.03
12,12:01:27,22.90293,120.2731462,20.16
12,12:01:29,22.9029687,120.2731133,20.27
12,12:01:32,22.9030039,120.2730767,20.161
12,12:01:34,22.9030283,120.273034,20.274
12,12:01:37,22.9030497,120.2729809,20.103
12,12:01:39,22.9030652,120.2729343,20.092
12,12:01:42,22.9030785,120.2728846,20.006
12,12:01:45,22.9030748,120.2728345,20.04
12,12:01:47,22.9030654,120.2727882,20.054
12,12:01:50,22.9030563,120.2727433,20.292
12,12:01:52,22.9030278,120.2727075,20.237
12,12:01:55,22.9029976,120.2726761,20.164
12,12:01:57,22.9029658,120.2726447,20.063
12,12:02:00,22.9029275,120.2726278,20.115
12,12:02:02,22.902888,120.2726182,20.128
12,12:02:05,22.9028489,120.2726062,20.31
12,12:02:07,22.9028034,120.2726107,20.165
12,12:02:10,22.9027588,120.2726178,19.922
12,12:02:12,22.9027206,120.2726277,19.918
12,12:02:15,22.9026793,120.272653,19.939
12,12:02:17,22.9026489,120.2726849,20.055
12,12:02:20,22.9026208,120.2727183,20.151
12,12:02:22,22.9025983,120.272756,20.172
12,12:02:25,22.9025891,120.2728058,20.126
12,12:02:27,22.9025824,120.2728522,20.069
12,12:02:30,22.9025789,120.2728996,20.101
12,12:02:32,22.9025836,120.2729472,20.093
12,12:02:35,22.9025905,120.2729989,20.136
12,12:02:37,22.902599,120.2730455,20.111
12,12:02:40,22.9026266,120.2730866,20.125
12,12:02:42,22.9026583,120.2731239,20.092
12,12:02:45,22.9026914,120.2731557,20.085
12,12:02:47,22.902738,120.2731673,20.151
12,12:02:50,22.9027872,120.273174,20.098
12,12:02:52,22.9028208,120.2731786,21.298
12,12:02:55,22.9028498,120.2731832,22.556
12,12:02:57,22.9028745,120.2731846,22.633
12,12:03:00,22.9028735,120.2731831,22.63
13,12:05:31,22.9028703,120.2731823,18.904
13,12:05:34,22.9028552,120.2731611,20.095
13,12:05:36,22.902825,120.2731211,20.198
13,12:05:39,22.9027935,120.2730804,20.164
13,12:05:41,22.9027634,120.2730433,20.092
13,12:05:44,22.9027348,120.2730031,20.008
13,12:05:46,22.9027062,120.2729657,20.203
13,12:05:49,22.902679,120.2729269,20.155
13,12:05:51,22.9026972,120.2728963,19.883
13,12:05:54,22.9027265,120.2728621,20.043
13,12:05:56,22.9027568,120.2728257,20.144
13,12:05:59,22.9027865,120.2727885,20.2
13,12:06:01,22.9028173,120.2727542,19.946
13,12:06:04,22.9028492,120.272717,20.093
13,12:06:06,22.9028785,120.2726801,20.085
13,12:06:09,22.9029082,120.2726466,20.209
13,12:06:11,22.9029219,120.2726273,20.011
13,12:06:14,22.9028845,120.2726278,20.047
13,12:06:17,22.9028418,120.272634,20.023
13,12:06:19,22.9027985,120.2726385,20.051
13,12:06:22,22.9027488,120.2726423,20.204
13,12:06:24,22.9027011,120.2726485,20.415
13,12:06:27,22.902651,120.272652,20.16
13,12:06:29,22.902599,120.2726566,19.886
13,12:06:32,22.9025521,120.272662,19.94
13,12:06:34,22.9025003,120.2726674,19.927
13,12:06:37,22.9024484,120.272673,19.985
13,12:06:39,22.9023987,120.2726778,20.009
13,12:06:42,22.9023495,120.2726819,20.088
13,12:06:44,22.9023011,120.2726896,20.178
13,12:06:47,22.9022546,120.2726931,20.172
13,12:06:49,22.9022036,120.2726977,20.045
13,12:06:52,22.9021518,120.272702,19.82
13,12:06:54,22.9021025,120.2727082,19.936
13,12:06:57,22.9020583,120.2727148,20.028
13,12:06:59,22.9020536,120.2727582,20.051
13,12:07:02,22.9020595,120.2728054,20.08
13,12:07:04,22.9020651,120.2728481,20.113
13,12:07:07,22.9020676,120.2728953,20.125
13,12:07:09,22.9020727,120.2729492,20.074
13,12:07:12,22.9020767,120.2730001,20.073
13,12:07:14,22.9020826,120.2730472,20.021
13,12:07:17,22.9020884,120.273102,20.006
13,12:07:19,22.9020927,120.273152,20.015
13,12:07:22,22.9020985,120.2732023,19.967
13,12:07:24,22.902104,120.2732397,20.763
13,12:07:27,22.902104,120.2732414,25.449
13,12:07:29,22.9021039,120.2732417,29.488
13,12:07:32,22.9021423,120.2732427,30.064
13,12:07:34,22.9022212,120.2732383,30.223
13,12:07:37,22.9023286,120.2732264,30.209
13,12:07:39,22.9024315,120.2732172,30.072
13,12:07:42,22.9025371,120.2732071,30.143
